id_proposicao_leggo,id_agenda
b2ae56cdec6ed79aced0fc616298d073,1
6fba0b249a9fe6d366d096368e79044d,1
b9c6bd4c9d0fe633e1193675837b4a29,1
3562ced5d136a5326572b94d8b074463,1
b8067c5e813a8dd9a9999ea22b361fd4,1
8c68426fefc96e8f847e37ad2edea2f0,1
5380177d5a235e67a3079aa402d5413a,1
1861fc92e38e56038410758af021a739,1
edc39113335be8db9cde28f3d7e3e8ab,1
4bbcdef7ae27fe8a1dde58998e256313,1
ef3d56850958500ee8a258bb95dcdcdf,1
e0c50cfb097ef9953e6b0150f45c2afc,1
cec80148002502e958d645a507a12a29,1
365cfde7265924b5370fd5fdfc549762,1
a3d8bfd5d200e41f93592a3d82765130,1
7cac50cb4bc5ad50b868707d98e2c435,1
bbecce8638cc609716b1a8f3057cd858,1
894b644825e997da706eecce45587bfd,1
eab412eff6e4986bead75a4752e46cc7,1
4ec063c38f7072f5ebc9a1cf5bc650a7,1
f78a7b220e57f35010658203d94cfcc4,1
04443ecf493a05761197ce44b2b91039,1
52098ae3b1c88eecc13d3d47b3db9181,1
24b766dcc54aa7470ca7e402eee1a33a,1
1af82e91b2c98778f90d7cf2ce4220e1,1
ba9b9c25cbb737369245a9b06d6cff42,1
6ec15271bee601ef885a10f49e3910a1,1
0aae05928abb6a83a51cbfd42d935b69,1
d51d8c078dab1676b4c24b67fc66d4dd,1
85eb950028dc4f7c760964f79bfe2b26,1
badab6ead11498dc0a547addb1b009bf,1
030edaf9011b1ce30f55f11ddb9a57c5,1
a088c3c1cd511ebc4686385b4c901d81,1
65ced50aef5733e0af22dedcdbe5d459,1
e95d0fb5b711348945995acc0a23d68f,1
1712bcd0cb7f0ec85ed1825eb4665e28,1
66ccf888166e100ecdae6dc15b5b4ab6,1
17616f03d63d1c483336c7b232f057c2,1
b5538ce6f5ee64cbc724580efe60b347,1
8f7e86d3feb94a434b529c72db29d8ea,1
e01d193bbc3d825218496f02b85dc88f,1
203ae821fd25756d66f5961f719be16a,1
add8eb3734e4655be03a0bd732870f61,1
52df375960b57d141d4a616d1b76e93e,1
4d87343c2bed0a962ab365cadf9c3f9c,1
34d718f1cd9d10f46749a48041456be4,1
0b776ea7d29c04de8ec5d2656ffe59e1,1
fd413bbecb633683a6761f80be9181f0,1
da30049ad4ab038464e5af011b96ef73,1
7e57cc47376cc09c1d4601ea04733cd9,1
4f89264b58ac80d3dfe1c7d31549a30c,1
256da1be740c11a66fdec0c7102bf96f,1
b32134168f30b2c633e3d02615c975c6,1
554bb22bbf2e508ce083115fa3621486,1
671d2ecc692047456ad33feddceadca3,1
a7e2dab0729304a47ef5577c63300de6,1
f3650a7f244c863c16512591370c454d,1
e0e28b787b7e0e9475833309d95287a4,1
d9f8204212bfa76133e73018379feee9,1
0b012d0a22f60977b1a926fb5396df01,1
cf7567910b9ad3b955a9942a88d5774b,1
6fcce37b40faedb30583718d520571ab,1
b5e4311d58efc78450865cadf4c4a3b5,1
8f77140002b2c752fc00029894085851,1
118c44a111b807ee8150f8ae25d1ca50,1
dc4efdef7c07b9069c2d47f902257d09,1
d83d686c6cd14332642f8015520ac5ef,1
c7b2492911f1799f04aa0753c08ed567,1
3ec661e7c1211c1ef558ebff11ba8655,1
01e564eea52292a5487c0e39a9c0115b,1
d4d8b2b5da3ba896fa01604364c7e44d,1
b8041c2188b14f95cef1b5b2cb36eb67,1
53724622c04b477dade2111f371a6871,1
2b181fecc8d5533ca1bc8eae0cf437b4,1
d9d7113c526ad5ba3c125c29e7024d67,1
445d739064721895aab8cbcb10b9a601,1
d68c2f3c22492b0b69503bf5af16eb25,1
be3faa8bc73a1d2d09575d61ea015c2b,1
5dd79958352dd27b9c1f88310450431c,1
0643563ffeb88abeb870cd10982a3891,1
5e12e5f3764217290f05d734c081f44e,1
4cf2d59bceb3ed122af69546476551c9,1
25aeedc1de860b9780d09883f7526c0e,1
fcded076be31aa7f99cd59ee38e8095c,1
52481e10e7a5ebc5266e51ef7d234ecf,1
a1c79cf4cb95f3e13719e6762018e4f2,1
1434e6c2a75e7f094dcdff676b61c30d,1
9b1c032f1fa1be01be649c5c598b327d,1
97cb86c824c259920ddbf310545558b9,1
ac0895d39170e55f4291d527a06f71fc,1
1f3dd954942a5e88c76a392418fc129a,1
0f925a3f704fcb3996b9e0201bc5d154,1
f049bb6aa68bf9e623d33270958eb32c,1
7ea19da3fe9235b0e69cf8e7966a78f2,1
bdc1a8800cb00717885b5c90fbcab0b9,1
d521ddd441e7049ae107f48c9b6c409d,1
96ae106fba1e7461a012926a222a582d,1
2f0dd2baf2721f03ce771381e2dd9443,1
61097ea0b3ca27274b8de30f317ca346,1
1732b0b9c1dda56feb98bd12eafd0424,1
eab4756116ba1246da4acf3ab303b173,1
46f420685c909e62f8008fc261127e15,1
d390008b3a506ca1d96b269a91565187,1
657ef36227791c5254b215bab785aaba,1
bf906e4e69a3f0864cf079fc194eed1b,1
7c4cbac341769f758f433b3f2e0c08c9,1
3a80e5f8ad1b342e69c00d29273a6351,1
33f9158161f50253d875d8466ba35599,1
39cc19de19d1af73d0e8be546f058b42,1
e4a1d801c23cd0572972d9ad59d14c02,1
ddce18d2d7ec16344826e8cd12fd658f,1
f0eaf37e4e262fd07c22ccd484ce886d,1
8d974ba88f593b800d77db6dc6f1f0f1,1
5d74ac6d319696442fe563d3bbcbd01a,1
3965df4685a24669895504287c4e64e4,1
a70f71abccd6b13c8242d76e33665f53,1
7b3573ddc2a808fcd447db94e22d3ac4,1
66f746d8f0bcf88c6bc54c4559178fd3,1
07382dae4fd4c9ebda5149cc561896ee,1
3b6c1f21978309c1de3fc6d004e5f630,1
38feacc9dfbdde04585ead32fa5eece1,1
dfa2857aebc085d2968149ece3f3c8e3,1
4e74b87066ee56cbba31cfb537e4cb16,1
4a28c4bdcc33cda0021e80766e9c04d3,1
c9ed8482a0580f1b301dadfe8d905f67,1
d8a02979d2829415b1b87a300ce96d86,1
2ee550b3bcb3e794a5721059ba985ceb,1
099ceb66d09b6d87b0fe5d305cbae94e,1
d11b3645b1c92265f0948b446b3c3782,1
172f45aec37c8ad1647b8d3c03a30e1c,1
bd002372397ef11113ba41fe8c4ec1a6,1
fe7cfbab57365f881a499a0d4d95377f,1
8023a643cd263b9ef8a530ae4a2990d7,1
0cf79d8b72ab0c346e4a307afafeec60,1
822d014f7b18a10a5d0cc7b47ca348e4,1
4b69853c0c0f48dbb3ab7ea05f910e98,1
4a91f3f4737fb9f4db42f27969469511,1
43bae3f8c01c6a7f9c6fac09befc3041,1
2402e12c728a208afaa32fe9abe2e24a,1
4514b86e7b33fc65ee8f43de0e68ad3b,1
c9127699f9a374ed918550f552928c21,1
640432223549c49dafcbf4b68fcdde71,1
21c535efc8fca9cf39c3a30c61a0a8f8,1
e21dab054eb793a92388b2065392c5e7,1
d6bea11bba17f549660904a4bc7e669f,1
09cf44cab51a171d95f9a8c13c8e41a1,1
b084451e4d3d6222cf40d8f374d7723c,1
61f897fec225401ac1a0ffc2745c6dd8,1
82af32ac88788d88e098803b8faab1b8,1
d78aacfccd4e6f2157c6ea88438741c2,1
54912958c0dd2e0cd499cb134c3762ca,1
e54d3e229c9a339b56b43fafc50f9b57,1
fabf1d2bf0aaafab68f7b2c3dc9e4e5c,1
dfe1c80320a68cc39ab2210c7c829140,1
